_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
42,1044,Matauri Bay School,09-4050507,09-4051665,admin@matauribay.school.nz,Charlotte Buchanan (Acting),http://www.matauribay.school.nz,Whakarara Road ,"",Matauri Bay,2223 Whakarara Roadd,Matauri Bay,Kaeo,0478,Rural settlement,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,101801,Whakarara,Bay of Islands-Whangaroa General Ward,99197,Whangaroa Kāhui Ako,-35.043138,173.896267,No,551,2025-04-01T00:00:00,52,7,48,5,0,0,0,0,2.25,All students taught in te reo Māori,No,No,Open,1898-02-01T00:00:00
43,1056,Ngunguru School,09-4343805,09-4343805,office@ngunguru.school.nz,Rosemary Murphy,http://www.ngunguru.school.nz,Te Maika Road ,"",Ngunguru,Te Maika Road RD 3,"",Whangarei,0173,Small urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,107600,Ngunguru,Hikurangi-Coastal General Ward,99180,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 1,-35.626590,174.512273,No,428,2025-04-01T00:00:00,213,176,50,9,14,2,4,0,1.15,All students taught in English,No,No,Open,1870-01-26T00:00:00
44,1059,Okaihau Primary School,09-4019151,09-4019154,admin@okaihau-primary.school.nz,Timothy Couling,http://www.okaihau-primary.school.nz/,77 Settlers Way ,"",Okaihau,77 Settlers Way RD 1,"",Okaihau,0475,Rural settlement,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,102300,Ōkaihau,Kaikohe-Hokianga General Ward,"","",-35.323742,173.764381,No,507,2025-04-01T00:00:00,138,53,98,14,0,0,0,0,1.83,All students taught in English,No,No,Open,1858-11-17T00:00:00
45,1076,Pamapuria School,09-4084294,09-4084294,office@pamapuria.school.nz,Cheryl Bamber,http://pamapuriaschoolnz.mystrikingly.com/,State Highway 1 ,Pamapuria,Kaitaia,State Highway 1 RD 2,"",Kaitaia,0482,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,100900,Rangitihi,Te Hiku General Ward,99051,Te Kāhui Tai Kura o Te Hiku,-35.132798,173.351826,No,547,2025-04-01T00:00:00,90,35,67,17,1,1,2,0,2.48,All students taught in English,No,No,Open,1884-07-14T00:00:00
46,1077,Paparoa School,09-4317379,"",admin@paparoa.school.nz,Karyn Taylor,http://www.paparoa.school.nz,14 Franklin Road ,"",Paparoa,PO Box 15,"",Paparoa,0543,Rural settlement,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109500,Otamatea (Kaipara District),Otamatea General Ward,99118,Twin Coast Community of Learning,-36.099534,174.233448,No,471,2025-04-01T00:00:00,39,24,18,3,3,0,0,0,1.38,All students taught in English,No,No,Open,1870-01-26T00:00:00
47,108,Onewhero Area School,09-2328866,09-2328862,office@onewhero.school.nz,James Thomas (Acting),http://www.onewhero.school.nz/,29 Hall Road ,Onewhero,Tuakau,29 Hall Road RD 2,"",Tuakau,2697,Rural other,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,170101,Onewhero,Awaroa-Maramarua General Ward,99153,Te Kaahui Ako o te Puuaha o Waikato,-37.332158,174.916276,Yes,465,2025-04-01T00:00:00,401,332,95,35,18,5,7,0,0.60,All students taught in English,No,No,Open,1891-01-26T00:00:00
48,1085,Pouto School,09-4395251,09-4395251,admin@pouto.school.nz,Georgina Milford,https://sites.google.com/pouto.school.nz/pouto-school-nz,11 Opuna Road ,"",Te Kopuru,11 Opuna Road RD 1,"",Te Kopuru,0391,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109101,Kaipara Coastal,Wairoa General Ward,99185,Northern Wairoa Kāhui Ako,-36.285650,174.101868,No,519,2025-04-01T00:00:00,8,4,6,0,0,0,0,0,2.74,All students taught in English,No,No,Open,1960-04-11T00:00:00
49,1708,David Henry School,07-8865234,07-8869034,office@davidhenry.school.nz,Naima Placid (Acting),https://sites.google.com/view/davidhenryschool/home,Thompson Street ,"",Tokoroa,Thompson Street,"",Tokoroa,3420,Medium urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,186400,Matarawa,Tokoroa Ward,"","",-38.227335,175.854759,No,528,2025-04-01T00:00:00,150,50,85,63,5,0,1,0,0.87,All students taught in English,No,Yes,Open,1969-02-03T00:00:00
50,1487,St Dominic's Catholic School (Blockhouse Bay),09-6265391,"",admin@stdominics.school.nz,Daniel Pepper,http://www.stdominics.school.nz,32 Bolton Street ,Blockhouse Bay,Auckland,32 Bolton Street,Blockhouse Bay,Auckland,0600,Major urban area,Contributing,"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Raro,Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,New Lynn,Tāmaki Makaurau,137202,Blockhouse Bay Central,Whau Ward,99030,Auckland Central Catholic Kāhui Ako,-36.919392,174.698727,No,357,2025-04-01T00:00:00,249,78,10,40,146,9,4,0,0.15,All students taught in English,No,No,Open,1962-09-09T00:00:00
51,1422,Papakura Intermediate,09-2988737,09-2987557,officemanager@papakuraintermediate.school.nz,Amber King-Savage (Acting),http://www.papakuraintermediate.school.nz/,50 Settlement Road ,"",Papakura,PO Box 202018,Southgate,Takanini,2246,Major urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,163600,Papakura Massey Park,Manurewa-Papakura Ward,99152,Kāhui Ako ki Papakura,-37.066250,174.953941,Yes,548,2025-04-01T00:00:00,309,48,153,141,40,7,0,0,0.40,All students taught in English,No,No,Open,1962-11-03T00:00:00
52,1100,Te Kura o Hato Hohepa Te Kamura,09-4051773,09-4051773,office@tekamura.school.nz,Mereana Anderson,https://www.tekamura.school.nz,State Highway 10 ,"",Kaeo,State Highway 10 RD 2,"",Kaeo,0479,Rural other,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,101500,Whakapaku,Bay of Islands-Whangaroa General Ward,99197,Whangaroa Kāhui Ako,-35.070013,173.712928,No,537,2025-04-01T00:00:00,10,0,10,0,0,0,0,0,2.31,All students taught in te reo Māori,No,No,Open,1928-03-17T00:00:00
53,1111,Te Kopuru School,09-4391802,09-4391802,"",Vern Stevens (Acting),http://www.tekopuru.school.nz ,Norton Street ,"",Te Kopuru,PO Box 20,"",Te Kopuru,0341,Rural settlement,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109101,Kaipara Coastal,Wairoa General Ward,99185,Northern Wairoa Kāhui Ako,-36.029759,173.922792,No,514,2025-04-01T00:00:00,82,25,62,7,1,0,1,0,1.84,Some students taught in te reo Māori,No,No,Open,1872-01-26T00:00:00
54,2065,Waipahihi School,07-3786455,07-3783764,admin@waipahihi.school.nz,Timothy Lovelock,http://www.waipahihi.school.nz,20 Parata Street ,Waipahihi,Taupo,20 Parata Street,Two Mile Bay,Taupo,3330,Medium urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Taupo District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Taupō,Waiariki,189300,Richmond Heights,Taupō General Ward,99020,Taupō Community of Schools,-38.717522,176.087110,Yes,450,2025-04-01T00:00:00,380,278,125,11,34,9,3,0,0.60,All students taught in English,No,No,Open,1961-06-08T00:00:00
55,2082,Whakatane Intermediate,07-3086480,07-3085760,admin@wistecom.school.nz,Michael Webster,http://www.whakataneintermediateschool.com,101 James Street ,"",Whakatane,James Street,"",Whakatane,3120,Medium urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,202600,Whakatāne West,Whakatāne-Ōhope General Ward,99016,Whakatane Community of Learning,-37.961255,176.970443,Yes,487,2025-04-01T00:00:00,603,333,321,23,38,22,2,0,1.13,All students taught in English,No,No,Open,1968-02-05T00:00:00
56,2086,Wharepapa South School,07-8722826,07-8722826,office@wharepapa.school.nz,Ana Stites,http://www.wharepapa.school.nz,14 Wharepapa Road ,"",Te Awamutu,14 Wharepapa South Road RD 7,"",Te Awamutu,3877,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waipa District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Te Tai Hauāuru,185000,Rotongata,Pirongia-Kakepuku General Ward,"","",-38.142835,175.534875,No,492,2025-04-01T00:00:00,36,31,3,2,5,0,0,0,1.03,All students taught in English,No,No,Open,1858-11-17T00:00:00
57,2088,Whenuakite School,07-8663860,07-8663823,admin@whenuakite.school.nz,Gary Veysi,http://www.whenuakite.school.nz,1055 State Highway 25 ,"",Whitianga,1055 Tairua Whitianga Road RD 1,"",Whitianga,3591,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Thames-Coromandel District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,167400,Mercury Bay South,Mercury Bay Ward,99155,Coromandel Community of Learning,-36.914996,175.777175,Yes,428,2025-04-01T00:00:00,162,147,10,1,8,0,1,0,1.90,All students taught in English,No,No,Open,1908-03-16T00:00:00
58,2178,Kaimata School,06-7568334,06-7568307,office@kaimata.school.nz,Charlaine Spencer,http://kaimata.school.nz,715 Tarata Road ,"",Inglewood,715 Tarata Road RD 7,"",Inglewood,4387,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,219501,Everett Park,Kōhanga Moa General Ward,99059,Kāhui Ako o te Kōhanga Moa - Inglewood Community of Learning,-39.161147,174.291619,Yes,441,2025-04-01T00:00:00,95,88,14,0,2,5,0,0,1.24,All students taught in English,No,No,Open,1890-01-26T00:00:00
59,50,St Mary's College (Ponsonby),09-3766568,09-3760206,office@stmaryak.school.nz,Sarah Dwan,http://www.stmaryak.school.nz,11 New Street ,Ponsonby,Auckland,PO Box 47003,Ponsonby,Auckland,1144,Major urban area,Secondary (Year 7-15),"",State : Integrated,Donations may be requested,Girls School,"",Te Tai Raro,Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Auckland Central,Tāmaki Makaurau,130200,Saint Marys Bay,Waitematā and Gulf Ward,99030,Auckland Central Catholic Kāhui Ako,-36.846003,174.748234,No,386,2025-04-01T00:00:00,1006,580,120,238,308,30,6,51,0.08,All students taught in English,No,No,Open,1858-11-17T00:00:00
60,86,Onehunga High School,09-6366006 Ext 8006,09-6364465,ps@ohs.school.nz,Shameen Hayat,http://www.onehungahigh.school.nz,24 Pleasant Street ,Onehunga,Auckland,24 Pleasant Street,Onehunga,Auckland,1061,Major urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,144101,Onehunga West,Albert-Eden-Puketāpapa Ward,99190,Te Iti Kahurangi Community of Learning,-36.919501,174.770963,Yes,480,2025-04-01T00:00:00,1082,392,210,542,223,37,16,27,0.27,All students taught in English,No,No,Open,1959-02-01T00:00:00
61,1510,St Thomas School (Auckland),09-5283938,09-5283944,cfromow@stthomas.school.nz,Michael Maher,http://www.stthomas.school.nz,Allum Street ,Kohimarama,Auckland,113 Allum Street,Kohimarama,Auckland,1071,Major urban area,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,141802,Kohimarama Stadium,Ōrākei Ward,99100,Te Roopu Pourewa Community of Learning,-36.863082,174.841452,Yes,375,2025-04-01T00:00:00,811,410,33,37,327,89,6,23,0.27,All students taught in English,No,No,Open,1954-01-26T00:00:00
62,1519,Sunnyvale School,09-8389248,09-8373989,admin@sunnyvale.school.nz,Katie Pennicott,http://www.sunnyvale.school.nz,Ribblesdale Road ,Henderson,Auckland,34 Ribblesdale Road,Henderson,Waitakere,0612,Major urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kelston,Tāmaki Makaurau,128401,Henderson East,Waitākere Ward,99029,Henderson Community of Learning,-36.892405,174.636054,Yes,478,2025-04-01T00:00:00,446,120,140,179,105,32,0,0,0.14,All students taught in te reo Māori or a Pacific language,No,No,Open,1959-01-26T00:00:00
63,1521,Swanson School,09- 8310001,"",office@swanson.school.nz,Chris Hood,http://www.swanson.school.nz,703 Swanson Road ,"",Swanson,703 Swanson Road,Swanson,Waitakere,0612,Major urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Waitākere Ranges Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,122001,Swanson,Waitākere Ward,"","",-36.865447,174.581335,Yes,463,2025-04-01T00:00:00,512,246,146,104,126,36,2,0,0.33,All students taught in English,No,No,Open,1888-01-26T00:00:00
64,1525,Takapuna School,09-4896339,"",office@tps.school.nz,Devika Tagg,https://www.tps.school.nz/,23 Auburn Street ,Takapuna,Auckland,23 Auburn Street,Takapuna,North Shore City,0622,Major urban area,Contributing,"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126801,Takapuna Central,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.787886,174.768572,Yes,378,2025-04-01T00:00:00,368,158,18,15,202,32,2,6,0.09,All students taught in English,No,Yes,Open,1877-01-27T00:00:00
65,1531,Peninsula Primary School,09-8346711,09-8346727,office@peninsulaprimary.school.nz,Brenda Cronin,http://www.peninsulaprimary.school.nz,Waipani Road ,Te Atatu,Auckland,22 Waipani Road,Te Atatu Peninsula,Waitakere,0610,Major urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,124500,Te Atatū Peninsula Central,Waitākere Ward,99013,Te Atatu Community of Learning,-36.833201,174.651720,Yes,420,2025-04-01T00:00:00,459,252,113,117,98,15,4,0,0.38,All students taught in English,No,No,Open,1963-01-26T00:00:00
66,1539,Tuakau School,09-2368105,09-2368022,office@tuakau.school.nz,Vanessa  Hira,http://www.tuakau.school.nz,6 School Road ,"",Tuakau,2 School Road,"",Tuakau,2121,Small urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,170300,Tuakau South,Tuakau-Pōkeno General Ward,99153,Te Kaahui Ako o te Puuaha o Waikato,-37.265931,174.940003,Yes,520,2025-04-01T00:00:00,255,74,137,83,35,2,1,0,0.34,Some students taught in te reo Māori,No,Yes,Open,1870-01-26T00:00:00
67,154,Rotorua Lakes High School,07-3456124,07-3455964,office@rotorualakes.school.nz,Jonathan Ward,http://www.rotorualakes.school.nz,Porikapa Road ,Te Ngae,Rotorua,PO Box 7002,Te Ngae,Rotorua,3042,Large urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,201401,Ōwhata East,Te Ipu Wai Auraki General Ward,99017,Eastern Rotorua Kāhui Ako,-38.136755,176.302330,Yes,471,2025-04-01T00:00:00,716,499,305,21,50,10,8,3,0.42,All students taught in English,No,No,Open,1971-02-03T00:00:00
68,1555,Wairau Intermediate,09-4107805,09-4107985,wairauint@wairau.school.nz,Yolanda East,http://www.wairau.school.nz/,Becroft Drive ,Forrest Hill,Auckland,113 Becroft Drive,Forrest Hill,North Shore City,0620,Major urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,122600,Forrest Hill North,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.760483,174.741895,Yes,424,2025-04-01T00:00:00,340,116,31,37,169,31,1,0,0.09,All students taught in English,No,No,Open,1980-01-30T00:00:00
69,1560,Wakaaranga School,09-5768205,09-5769123,enquiries@wakaaranga.school.nz,Caroline von Sierakowski,http://www.wakaaranga.school.nz/,18 Butley Drive ,Farm Cove,Auckland,18 Butley Drive,Farm Cove,Auckland,2012,Major urban area,Contributing,"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,148401,Farm Cove,Howick Ward,99149,Te ara Mana-ā-Kura Kāhui Ako| Farm Cove Community of Learning ,-36.897090,174.894052,Yes,380,2025-04-01T00:00:00,614,259,62,35,320,38,4,2,0.35,All students taught in English,No,No,Open,1976-01-26T00:00:00
70,1563,Waterview School,09-8287227,09-8200249,admin@waterview.school.nz,Brett Skeen,http://www.waterview.school.nz,10 Herdman Street ,Waterview,Auckland,10 Herdman Street,Waterview,Auckland,1026,Major urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Kelston,Tāmaki Makaurau,131100,Waterview,Albert-Eden-Puketāpapa Ward,"","",-36.877060,174.700846,Yes,443,2025-04-01T00:00:00,255,89,45,86,53,31,3,0,0.20,All students taught in English,No,Yes,Open,1950-02-01T00:00:00
